381	Billy Connolly	D.I.V.O.R.C.E.	1975	Polydor	22 November 1975	1
382	Queen	Bohemian Rhapsody	1975	EMI	29 November 1975	9
383	ABBA	Mamma Mia	1976	Epic	31 January 1976	2
384	Slik	Forever and Ever	1976	Bell	14 February 1976	1
385	The Four Seasons	December, 1963 (Oh, What a Night)	1976	Warner Bros.	21 February 1976	2
386	Tina Charles	I Love to Love (But My Baby Loves to Dance)	1976	CBS	6 March 1976	3
387	Brotherhood of Man	Save Your Kisses for Me	1976	Pye	27 March 1976	6
388	ABBA	Fernando	1976	Epic	8 May 1976	4
389	J.J. Barrie	No Charge	1976	Power Exchange	5 June 1976	1
390	The Wurzels	Combine Harvester	1976	EMI	12 June 1976	2
391	The Real Thing	You to Me Are Everything	1976	Pye	26 June 1976	3
392	Demis Roussos	The Roussos Phenomenon (EP)	1976	Philips	17 July 1976	1
393	Elton John and Kiki Dee	Don't Go Breaking My Heart	1976	Rocket	24 July 1976	6
394	ABBA	Dancing Queen	1976	Epic	4 September 1976	6
395	Pussycat	Mississippi	1976	Sonet	16 October 1976	4
396	Chicago	If You Leave Me Now	1976	CBS	13 November 1976	3
397	Showaddywaddy	Under the Moon of Love	1976	Bell	4 December 1976	3
398	Johnny Mathis	When a Child Is Born (Soleado)	1976	CBS	25 December 1976	3
399	David Soul	Don't Give Up on Us	1977	Private Stock	15 January 1977	4
400	Julie Covington	Don't Cry for Me Argentina	1977	MCA	12 February 1977	1
401	Leo Sayer	When I Need You	1977	Chrysalis	19 February 1977	3
402	The Manhattan Transfer	Chanson D'Amour	1977	Atlantic	12 March 1977	3
403	ABBA	Knowing Me, Knowing You	1977	Epic	2 April 1977	5
404	Deniece Williams	Free	1977	CBS	7 May 1977	2
405	Rod Stewart	I Don't Want to Talk About It / The First Cut Is the Deepest 	1977	Riva	21 May 1977	4
406	Kenny Rogers	Lucille	1977	United Artists	18 June 1977	1
407	The Jacksons	Show You the Way to Go	1977	Epic	25 June 1977	1
408	Hot Chocolate	So You Win Again	1977	RAK	2 July 1977	3
409	Donna Summer	I Feel Love	1977	Casablanca	23 July 1977	4
410	Brotherhood of Man	Angelo	1977	Pye	20 August 1977	1
411	The Floaters	Float On	1977	ABC	27 August 1977	1
412	Elvis Presley	Way Down	1977	RCA	3 September 1977	5
413	David Soul	Silver Lady	1977	Private Stock	8 October 1977	3
414	Baccara	Yes Sir, I Can Boogie	1977	RCA	29 October 1977	1
415	ABBA	The Name of the Game	1977	Epic	5 November 1977	4
416	Wings	Mull of Kintyre / Girls' School	1977	Parlophone	3 December 1977	9
417	Althea & Donna	Uptown Top Ranking	1978	Lightning	4 February 1978	1
418	Brotherhood of Man	Figaro	1978	Pye	11 February 1978	1
419	ABBA	Take a Chance on Me	1978	Epic	18 February 1978	3
420	Kate Bush	Wuthering Heights	1978	EMI	11 March 1978	4
421	Brian and Michael	Matchstalk Men & Matchstalk Cats & Dogs	1978	Pye	8 April 1978	3
422	Bee Gees	Night Fever	1978	RSO	29 April 1978	2
423	Boney M.	Rivers of Babylon / Brown Girl in the Ring	1978	Atlantic/Hansa	13 May 1978	5
424	John Travolta and Olivia Newton-John	You're the One That I Want	1978	RSO	17 June 1978	9
425	Commodores	Three Times a Lady	1978	Motown	19 August 1978	5
426	10cc	Dreadlock Holiday	1978	Mercury	23 September 1978	1
427	John Travolta and Olivia Newton-John	Summer Nights	1978	RSO	30 September 1978	7
428	The Boomtown Rats	Rat Trap	1978	Ensign	18 November 1978	2
429	Rod Stewart	Da Ya Think I'm Sexy?	1978	Riva	2 December 1978	1
430	Boney M.	Mary's Boy Child – Oh My Lord	1978	Atlantic/Hansa	9 December 1978	4
431	Village People	Y.M.C.A.	1979	Mercury	6 January 1979	3
432	Ian Dury and the Blockheads	Hit Me with Your Rhythm Stick	1979	Stiff	27 January 1979	1
433	Blondie	Heart of Glass	1979	Chrysalis	3 February 1979	4
434	Bee Gees	Tragedy	1979	RSO	3 March 1979	2
435	Gloria Gaynor	I Will Survive	1979	Polydor	17 March 1979	4
436	Art Garfunkel	Bright Eyes	1979	CBS	14 April 1979	6
437	Blondie	Sunday Girl	1979	Chrysalis	26 May 1979	3
438	Anita Ward	Ring My Bell	1979	TK	16 June 1979	2
439	Tubeway Army	Are 'Friends' Electric?	1979	Beggars Banquet	30 June 1979	4
440	The Boomtown Rats	I Don't Like Mondays	1979	Ensign	28 July 1979	4
441	Cliff Richard	We Don't Talk Anymore	1979	EMI	25 August 1979	4
442	Gary Numan	Cars	1979	Beggars Banquet	22 September 1979	1
443	The Police	Message in a Bottle	1979	A&M	29 September 1979	3
444	The Buggles	Video Killed the Radio Star	1979	Island	20 October 1979	1
445	Lena Martell	One Day at a Time	1979	Pye	27 October 1979	3
446	Dr. Hook	When You're in Love with a Beautiful Woman	1979	Capitol	17 November 1979	3
447	The Police	Walking on the Moon	1979	A&M	8 December 1979	1
448	Pink Floyd	Another Brick in the Wall (Part II)	1979	Harvest	15 December 1979	5
449	Pretenders	Brass in Pocket	1980	Real	19 January 1980	2
450	The Special A.K.A.	Too Much Too Young - The Special A.K.A. Live! (EP) 	1980	2 Tone	2 February 1980	2
451	Kenny Rogers	Coward of the County	1980	United Artists	16 February 1980	2
452	Blondie	Atomic	1980	Chrysalis	1 March 1980	2
453	Fern Kinney	Together We Are Beautiful	1980	WEA	15 March 1980	1
454	The Jam	Going Underground / Dreams of Children	1980	Polydor	22 March 1980	3
455	The Detroit Spinners	Working My Way Back to You – Forgive Me Girl	1980	Atlantic	12 April 1980	2
456	Blondie	Call Me	1980	Chrysalis	26 April 1980	1
457	Dexys Midnight Runners	Geno	1980	Late Night Feelings	3 May 1980	2
458	Johnny Logan	What's Another Year	1980	Epic	17 May 1980	2
459	The Mash	Theme from M*A*S*H (Suicide is Painless)	1980	CBS	31 May 1980	3
460	Don McLean	Crying	1980	EMI	21 June 1980	3
461	Olivia Newton-John and Electric Light Orchestra	Xanadu	1980	Jet	12 July 1980	2
462	Odyssey	Use It Up and Wear It Out	1980	RCA	26 July 1980	2
463	ABBA	The Winner Takes It All	1980	Epic	9 August 1980	2
464	David Bowie	Ashes to Ashes	1980	RCA	23 August 1980	2
465	The Jam	Start!	1980	Polydor	6 September 1980	1
466	Kelly Marie	Feels Like I'm in Love	1980	Calibre Plus	13 September 1980	2
467	The Police	Don't Stand So Close to Me	1980	A&M	27 September 1980	4
468	Barbra Streisand	Woman in Love	1980	CBS	25 October 1980	3
469	Blondie	The Tide Is High	1980	Chrysalis	15 November 1980	2
470	ABBA	Super Trouper	1980	Epic	29 November 1980	3
471	John Lennon	(Just Like) Starting Over	1980	Geffen	20 December 1980	1
472	St Winifred's School Choir	There's No One Quite Like Grandma	1980	MFP	27 December 1980	2
473	John Lennon	Imagine	1981	Apple	10 January 1981	4
474	John Lennon	Woman	1981	Geffen	7 February 1981	2
475	Joe Dolce Music Theatre	Shaddap You Face	1981	Epic	21 February 1981	3
476	Roxy Music	Jealous Guy	1981	E.G.	14 March 1981	2
477	Shakin' Stevens	This Ole House	1981	Epic	28 March 1981	3
478	Bucks Fizz	Making Your Mind Up	1981	RCA	18 April 1981	3
479	Adam and the Ants	Stand and Deliver	1981	CBS	9 May 1981	5
480	Smokey Robinson	Being with You	1981	Motown	13 June 1981	2
481	Michael Jackson	One Day In Your Life	1981	Motown	27 June 1981	2
482	The Specials	Ghost Town	1981	2 Tone	11 July 1981	3
483	Shakin' Stevens	Green Door	1981	Epic	1 August 1981	4
484	Aneka	Japanese Boy	1981	Hansa	29 August 1981	1
485	Soft Cell	Tainted Love	1981	Some Bizzare	5 September 1981	2
486	Adam and the Ants	Prince Charming	1981	CBS	19 September 1981	4
487	Dave Stewart with Barbara Gaskin	It's My Party	1981	Stiff	17 October 1981	4
488	The Police	Every Little Thing She Does Is Magic	1981	A&M	14 November 1981	1
489	Queen and David Bowie	Under Pressure	1981	EMI	21 November 1981	2
490	Julio Iglesias	Begin the Beguine (Volver a Empezar)	1981	CBS	5 December 1981	1
491	The Human League	Don't You Want Me	1981	Virgin	12 December 1981	5
492	Bucks Fizz	The Land of Make Believe	1982	RCA	16 January 1982	2
493	Shakin' Stevens	Oh Julie	1982	Epic	30 January 1982	1
494	Kraftwerk	The Model / Computer Love	1982	EMI	6 February 1982	1
495	The Jam	Town Called Malice / Precious	1982	Polydor	13 February 1982	3
496	Tight Fit	The Lion Sleeps Tonight	1982	Jive	6 March 1982	3
497	Goombay Dance Band	Seven Tears	1982	Epic	27 March 1982	3
498	Bucks Fizz	My Camera Never Lies	1982	RCA	17 April 1982	1
499	Paul McCartney and Stevie Wonder	Ebony and Ivory	1982	Parlophone	24 April 1982	3
500	Nicole	A Little Peace	1982	CBS	15 May 1982	2
501	Madness	House of Fun	1982	Stiff	29 May 1982	2
502	Adam Ant	Goody Two Shoes	1982	CBS	12 June 1982	2
503	Charlene	I've Never Been to Me	1982	Motown	26 June 1982	1
504	Captain Sensible	Happy Talk	1982	A&M	3 July 1982	2
505	Irene Cara	Fame	1982	RSO	17 July 1982	3
506	Dexys Midnight Runners	Come On Eileen	1982	Mercury	7 August 1982	4
507	Survivor	Eye of the Tiger	1982	Scotti Bros.	4 September 1982	4
508	Musical Youth	Pass the Dutchie	1982	MCA	2 October 1982	3
509	Culture Club	Do You Really Want to Hurt Me	1982	Virgin	23 October 1982	3
510	Eddy Grant	I Don't Wanna Dance	1982	Ice	13 November 1982	3
511	The Jam	Beat Surrender	1982	Polydor	4 December 1982	2
512	Renée and Renato	Save Your Love	1982	Hollywood	18 December 1982	4
513	Phil Collins	You Can't Hurry Love	1983	Virgin	15 January 1983	2
514	Men at Work	Down Under	1983	Epic	29 January 1983	3
515	Kajagoogoo	Too Shy	1983	EMI	19 February 1983	2
516	Michael Jackson	Billie Jean	1983	Epic	5 March 1983	1
517	Bonnie Tyler	Total Eclipse of the Heart	1983	CBS	12 March 1983	2
518	Duran Duran	Is There Something I Should Know?	1983	EMI	26 March 1983	2
519	David Bowie	Let's Dance	1983	EMI America	9 April 1983	3
520	Spandau Ballet	TRUE	1983	Chrysalis	30 April 1983	4
521	New Edition	Candy Girl	1983	London	28 May 1983	1
522	The Police	Every Breath You Take	1983	A&M	4 June 1983	4
523	Rod Stewart	Baby Jane	1983	Warner Bros.	2 July 1983	3
524	Paul Young	Wherever I Lay My Hat (That's My Home)	1983	CBS	23 July 1983	3
525	KC and the Sunshine Band	Give It Up	1983	Epic	13 August 1983	3
526	UB40	Red Red Wine	1983	DEP International	3 September 1983	3
527	Culture Club	Karma Chameleon	1983	Virgin	24 September 1983	6
528	Billy Joel	Uptown Girl	1983	CBS	5 November 1983	5
529	The Flying Pickets	Only You	1983	10	10 December 1983	5
530	Paul McCartney	Pipes of Peace	1984	Parlophone	14 January 1984	2
531	Frankie Goes to Hollywood	Relax	1984	ZTT	28 January 1984	5
532	Nena	99 Red Balloons	1984	Epic	3 March 1984	3
533	Lionel Richie	Hello	1984	Motown	24 March 1984	6
534	Duran Duran	The Reflex	1984	EMI	5 May 1984	4
535	Wham!	Wake Me Up Before You Go-Go	1984	Epic	2 June 1984	2
536	Frankie Goes to Hollywood	Two Tribes	1984	ZTT	16 June 1984	9
537	George Michael	Careless Whisper	1984	Epic	18 August 1984	3
538	Stevie Wonder	I Just Called to Say I Love You	1984	Motown	8 September 1984	6
539	Wham!	Freedom	1984	Epic	20 October 1984	3
540	Chaka Khan	I Feel for You	1984	Warner Bros.	10 November 1984	3
541	Jim Diamond	I Should Have Known Better	1984	A&M	1 December 1984	1
542	Frankie Goes to Hollywood	The Power of Love	1984	ZTT	8 December 1984	1
543	Band Aid	Do They Know It's Christmas?	1984	Mercury	15 December 1984	5
544	Foreigner	I Want to Know What Love Is	1985	Atlantic	19 January 1985	3
545	Elaine Paige and Barbara Dickson	I Know Him So Well	1985	RCA	9 February 1985	4
546	Dead or Alive	You Spin Me Round (Like a Record)	1985	Epic	9 March 1985	2
547	Philip Bailey and Phil Collins	Easy Lover	1985	CBS	23 March 1985	4
548	USA for Africa	We Are the World	1985	CBS	20 April 1985	2
549	Phyllis Nelson	Move Closer	1985	Carrere	4 May 1985	1
550	Paul Hardcastle	19	1985	Chrysalis	11 May 1985	5
551	The Crowd	You'll Never Walk Alone	1985	Spartan	15 June 1985	2
552	Sister Sledge	Frankie	1985	Atlantic	29 June 1985	4
553	Eurythmics	There Must Be an Angel (Playing with My Heart)	1985	RCA	27 July 1985	1
554	Madonna	Into the Groove	1985	Sire	3 August 1985	4
555	UB40 and Chrissie Hynde	I Got You Babe	1985	DEP International	31 August 1985	1
556	David Bowie and Mick Jagger	Dancing in the Street	1985	EMI America	7 September 1985	4
557	Midge Ure	If I Was	1985	Chrysalis	5 October 1985	1
558	Jennifer Rush	The Power of Love	1985	CBS	12 October 1985	5
559	Feargal Sharkey	A Good Heart	1985	Virgin	16 November 1985	2
560	Wham!	I'm Your Man	1985	Epic	30 November 1985	2
561	Whitney Houston	Saving All My Love for You	1985	Arista	14 December 1985	2
562	Shakin' Stevens	Merry Christmas Everyone	1985	Epic	28 December 1985	2
563	Pet Shop Boys	West End Girls	1986	Parlophone	11 January 1986	2
564	A-ha	The Sun Always Shines on T.V.	1986	Warner Bros.	25 January 1986	2
565	Billy Ocean	When the Going Gets Tough, the Tough Get Going	1986	Jive	8 February 1986	4
566	Diana Ross	Chain Reaction	1986	Capitol	8 March 1986	3
567	Cliff Richard and the Young Ones featuring Hank Marvin	Living Doll	1986	WEA	29 March 1986	3
568	George Michael	A Different Corner	1986	Epic	19 April 1986	3
569	Falco	Rock Me Amadeus	1986	A&M	10 May 1986	1
570	Spitting Image	The Chicken Song	1986	Virgin	17 May 1986	3
571	Doctor and the Medics	Spirit in the Sky	1986	IRS	7 June 1986	3
572	Wham!	The Edge of Heaven	1986	Epic	28 June 1986	2
573	Madonna	Papa Don't Preach	1986	Sire	12 July 1986	3
574	Chris de Burgh	The Lady in Red	1986	A&M	2 August 1986	3
575	Boris Gardiner	I Want to Wake Up with You	1986	Revue	23 August 1986	3
576	The Communards with Sarah Jane Morris	Don't Leave Me This Way	1986	London	13 September 1986	4
577	Madonna	True Blue	1986	Sire	11 October 1986	1
578	Nick Berry	Every Loser Wins	1986	BBC	18 October 1986	3
579	Berlin	Take My Breath Away	1986	CBS	8 November 1986	4
580	Europe	The Final Countdown	1986	Epic	6 December 1986	2
581	The Housemartins	Caravan of Love	1986	Go! Discs	20 December 1986	1
582	Jackie Wilson	Reet Petite	1986	SMP	27 December 1986	4
583	Steve Silk Hurley	Jack Your Body 	1987	DJ International	24 January 1987	2
584	Aretha Franklin and George Michael	I Knew You Were Waiting (For Me)	1987	Epic	7 February 1987	2
585	Ben E. King	Stand by Me	1987	Atlantic	21 February 1987	3
586	Boy George	Everything I Own	1987	Virgin	14 March 1987	2
587	Mel and Kim	Respectable	1987	Supreme	28 March 1987	1
588	Ferry Aid	Let It Be	1987	CBS	4 April 1987	3
589	Madonna	La Isla Bonita	1987	Sire	25 April 1987	2
590	Starship	Nothing's Gonna Stop Us Now	1987	Arista	9 May 1987	4
591	Whitney Houston	I Wanna Dance with Somebody (Who Loves Me)	1987	Arista	6 June 1987	2
592	The Firm	Star Trekkin'	1987	Bark	20 June 1987	2
593	Pet Shop Boys	It's a Sin	1987	Parlophone	4 July 1987	3
594	Madonna	Who's That Girl	1987	Sire	25 July 1987	1
595	Los Lobos	La Bamba	1987	Slash	1 August 1987	2
596	Michael Jackson and Siedah Garrett	I Just Can't Stop Loving You	1987	Epic	15 August 1987	2
597	Rick Astley	Never Gonna Give You Up	1987	RCA	29 August 1987	5
598	MARRS	Pump Up the Volume	1987	4AD	3 October 1987	2
599	Bee Gees	You Win Again	1987	Warner Bros.	17 October 1987	4
600	T'Pau	China in Your Hand	1987	Siren	14 November 1987	5
601	Pet Shop Boys	Always on My Mind	1987	Parlophone	19 December 1987	4
602	Belinda Carlisle	Heaven Is a Place on Earth	1988	Virgin	16 January 1988	2
603	Tiffany	I Think We're Alone Now	1988	MCA	30 January 1988	3
604	Kylie Minogue	I Should Be So Lucky	1988	PWL	20 February 1988	5
605	Aswad	Don't Turn Around	1988	CBS	26 March 1988	2
606	Pet Shop Boys	Heart	1988	Parlophone	9 April 1988	3
607	S'Express	Theme from S'Express	1988	Rhythm King	30 April 1988	2
608	Fairground Attraction	Perfect	1988	RCA	14 May 1988	1
609	Wet Wet Wet / Billy Bragg and Cara Tivey	With a Little Help from My Friends / She's Leaving Home	1988	Childline	21 May 1988	4
610	The Timelords	Doctorin' the Tardis	1988	KLF Communications	18 June 1988	1
611	Bros	I Owe You Nothing	1988	CBS	25 June 1988	2
612	Glenn Medeiros	Nothing's Gonna Change My Love for You	1988	London	9 July 1988	4
613	Yazz and the Plastic Population	The Only Way Is Up	1988	Big Life	6 August 1988	5
614	Phil Collins	A Groovy Kind of Love	1988	Virgin	10 September 1988	2
615	The Hollies	He Ain't Heavy, He's My Brother	1988	EMI	24 September 1988	2
616	U2	Desire	1988	Island	8 October 1988	1
617	Whitney Houston	One Moment in Time	1988	Arista	15 October 1988	2
618	Enya	Orinoco Flow	1988	WEA	29 October 1988	3
619	Robin Beck	First Time	1988	Mercury	19 November 1988	3
620	Cliff Richard	Mistletoe and Wine	1988	EMI	10 December 1988	4
621	Kylie Minogue and Jason Donovan	Especially for You	1989	PWL	7 January 1989	3
622	Marc Almond featuring Gene Pitney	Something's Gotten Hold of My Heart	1989	EMI	28 January 1989	4
623	Simple Minds	Belfast Child	1989	Virgin	25 February 1989	2
624	Jason Donovan	Too Many Broken Hearts	1989	PWL	11 March 1989	2
625	Madonna	Like a Prayer	1989	Sire	25 March 1989	3
626	The Bangles	Eternal Flame	1989	CBS	15 April 1989	4
627	Kylie Minogue	Hand on Your Heart	1989	PWL	13 May 1989	1
628	The Christians, Holly Johnson, Paul McCartney, Gerry Marsden and Stock Aitken Waterman	Ferry 'Cross the Mersey	1989	PWL	20 May 1989	3
629	Jason Donovan	Sealed with a Kiss	1989	PWL	10 June 1989	2
630	Soul II Soul	Back to Life (However Do You Want Me)	1989	Virgin	24 June 1989	4
631	Sonia	You'll Never Stop Me Loving You	1989	Chrysalis	22 July 1989	2
632	Jive Bunny and the Mastermixers	Swing the Mood	1989	Music Factory Dance	5 August 1989	5
633	Black Box	Ride on Time	1989	Deconstruction	9 September 1989	6
634	Jive Bunny and the Mastermixers	That's What I Like	1989	Music Factory Dance	21 October 1989	3
635	Lisa Stansfield	All Around the World	1989	Arista	11 November 1989	2
636	New Kids on the Block	You Got It (The Right Stuff)	1989	CBS	25 November 1989	3
637	Jive Bunny and the Mastermixers	Let's Party	1989	Music Factory Dance	16 December 1989	1
638	Band Aid II	Do They Know It's Christmas?	1989	PWL	23 December 1989	3
639	New Kids on the Block	Hangin' Tough	1990	CBS	13 January 1990	2
640	Kylie Minogue	Tears on My Pillow	1990	PWL	27 January 1990	1
641	Sinéad O'Connor	Nothing Compares 2 U	1990	Ensign	3 February 1990	4
642	Beats International	Dub Be Good to Me	1990	Go! Beat	3 March 1990	4
643	Snap!	The Power	1990	Arista	31 March 1990	2
644	Madonna	Vogue	1990	Sire	14 April 1990	4
645	Adamski	Killer	1990	MCA	12 May 1990	4
646	Englandneworder	World in Motion	1990	Factory	9 June 1990	2
647	Elton John	Sacrifice / Healing Hands	1990	Rocket	23 June 1990	5
648	Partners in Kryme	Turtle Power	1990	SBK	28 July 1990	4
649	Bombalurina	Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini	1990	Carpet	25 August 1990	3
650	Steve Miller Band	The Joker 	1990	Capitol	15 September 1990	2
651	Maria McKee	Show Me Heaven	1990	Epic	29 September 1990	4
652	The Beautiful South	A Little Time	1990	Go! Discs	27 October 1990	1
653	The Righteous Brothers	Unchained Melody	1990	Verve/Polydor	3 November 1990	4
654	Vanilla Ice	Ice Ice Baby	1990	SBK	1 December 1990	4
655	Cliff Richard	Saviour's Day	1990	EMI	29 December 1990	1
656	Iron Maiden	Bring Your Daughter... to the Slaughter	1991	EMI	5 January 1991	2
657	Enigma	Sadeness (Part I)	1991	Virgin International	19 January 1991	1
658	Queen	Innuendo	1991	Parlophone	26 January 1991	1
659	The KLF	3 a.m. Eternal	1991	KLF Communications	2 February 1991	2
660	The Simpsons	Do the Bartman	1991	Geffen	16 February 1991	3
661	The Clash	Should I Stay or Should I Go	1991	Columbia	9 March 1991	2
662	Hale and Pace and the Stonkers	The Stonk	1991	London	23 March 1991	1
663	Chesney Hawkes	The One and Only	1991	Chrysalis	30 March 1991	5
664	Cher	The Shoop Shoop Song (It's in His Kiss)	1991	Epic	4 May 1991	5
665	Color Me Badd	I Wanna Sex You Up	1991	Giant	8 June 1991	3
666	Jason Donovan	Any Dream Will Do	1991	Really Useful	29 June 1991	2
667	Bryan Adams	(Everything I Do) I Do It for You	1991	A&M	13 July 1991	16
668	U2	The Fly	1991	Island	2 November 1991	1
669	Vic Reeves and The Wonder Stuff	Dizzy	1991	Sense	9 November 1991	2
670	Michael Jackson	Black or White	1991	Epic	23 November 1991	2
671	George Michael and Elton John	Don't Let the Sun Go Down on Me	1991	Epic	7 December 1991	2
672	Queen	Bohemian Rhapsody / These Are the Days of Our Lives	1991	Parlophone	21 December 1991	5
673	Wet Wet Wet	Goodnight Girl	1992	The Precious Organisation	25 January 1992	4
674	Shakespears Sister	Stay	1992	London	22 February 1992	8
675	Right Said Fred	Deeply Dippy	1992	Tug	18 April 1992	3
676	KWS	Please Don't Go	1992	Network	9 May 1992	5
677	Erasure	Abba-esque (EP)	1992	Mute	13 June 1992	5
678	Jimmy Nail	Ain't No Doubt	1992	East West	18 July 1992	3
679	Snap!	Rhythm Is a Dancer	1992	Arista	8 August 1992	6
680	The Shamen	Ebeneezer Goode	1992	One Little Indian	19 September 1992	4
681	Tasmin Archer	Sleeping Satellite	1992	EMI	17 October 1992	2
682	Boyz II Men	End of the Road	1992	Motown	31 October 1992	3
683	Charles & Eddie	Would I Lie to You?	1992	Capitol	21 November 1992	2
684	Whitney Houston	I Will Always Love You	1992	Arista	5 December 1992	10
685	2 Unlimited	No Limit	1993	PWL Continental	13 February 1993	5
686	Shaggy	Oh Carolina	1993	Greensleeves	20 March 1993	2
687	The Bluebells	Young at Heart	1993	London	3 April 1993	4
688	George Michael and Queen with Lisa Stansfield	Five Live (EP)	1993	Parlophone	1 May 1993	3
689	Ace of Base	All That She Wants	1993	London	22 May 1993	3
690	UB40	(I Can't Help) Falling in Love With You	1993	DEP International	12 June 1993	2
691	Gabrielle	Dreams	1993	Go! Beat	26 June 1993	3
692	Take That	Pray	1993	RCA	17 July 1993	4
693	Freddie Mercury	Living on My Own	1993	Parlophone	14 August 1993	2
694	Culture Beat	Mr. Vain	1993	Epic	28 August 1993	4
695	DJ Jazzy Jeff & the Fresh Prince	Boom! Shake the Room	1993	Jive	25 September 1993	2
696	Take That featuring Lulu	Relight My Fire	1993	RCA	9 October 1993	2
697	Meat Loaf	I'd Do Anything for Love (But I Won't Do That)	1993	Virgin	23 October 1993	7
698	Mr Blobby	Mr Blobby	1993	Destiny Music	11 December 1993	1
699	Take That	Babe	1993	RCA	18 December 1993	1
700	Chaka Demus & Pliers featuring Jack Radics and Taxi Gang	Twist and Shout	1994	Mango	8 January 1994	2
701	D:Ream	Things Can Only Get Better	1994	Magnet	22 January 1994	4
702	Mariah Carey	Without You	1994	Columbia	19 February 1994	4
703	Doop	Doop	1994	Citybeat	19 March 1994	3
704	Take That	Everything Changes	1994	RCA	9 April 1994	2
705	Prince	The Most Beautiful Girl in the World	1994	NPG	23 April 1994	2
706	Tony Di Bart	The Real Thing	1994	Cleveland City Blues	7 May 1994	1
707	Stiltskin	Inside	1994	White Water	14 May 1994	1
708	Manchester United F.C.	Come On You Reds	1994	Polydor	21 May 1994	2
709	Wet Wet Wet	Love Is All Around	1994	The Precious Organisation	4 June 1994	15
710	Whigfield	Saturday Night	1994	Systematic	17 September 1994	4
711	Take That	Sure	1994	RCA	15 October 1994	2
712	Pato Banton featuring Ali and Robin Campbell	Baby Come Back	1994	Virgin	29 October 1994	4
713	Baby D	Let Me Be Your Fantasy	1994	Systematic	26 November 1994	2
714	East 17	Stay Another Day	1994	London	10 December 1994	5
715	Rednex	Cotton Eye Joe	1995	Internal Affairs	14 January 1995	3
716	Celine Dion	Think Twice	1995	Epic	4 February 1995	7
717	Cher, Chrissie Hynde and Neneh Cherry with Eric Clapton	Love Can Build a Bridge	1995	London	25 March 1995	1
718	The Outhere Brothers	Don't Stop (Wiggle Wiggle)	1995	Eternal	1 April 1995	1
719	Take That	Back for Good	1995	RCA	8 April 1995	4
720	Oasis	Some Might Say	1995	Creation	6 May 1995	1
721	Livin' Joy	Dreamer	1995	Undiscovered	13 May 1995	1
722	Robson & Jerome	Unchained Melody / White Cliffs of Dover	1995	RCA	20 May 1995	7
723	The Outhere Brothers	Boom Boom Boom	1995	Eternal	8 July 1995	4
724	Take That	Never Forget	1995	RCA	5 August 1995	3
725	Blur	Country House	1995	Food	26 August 1995	2
726	Michael Jackson	You Are Not Alone	1995	Epic	9 September 1995	2
727	Shaggy	Boombastic	1995	Virgin	23 September 1995	1
728	Simply Red	Fairground	1995	East West	30 September 1995	4
729	Coolio featuring L.V.	Gangsta's Paradise	1995	Tommy Boy	28 October 1995	2
730	Robson & Jerome	I Believe / Up on the Roof	1995	RCA	11 November 1995	4
731	Michael Jackson	Earth Song	1995	Epic	9 December 1995	6
732	George Michael	Jesus to a Child	1996	Virgin	20 January 1996	1
733	Babylon Zoo	Spaceman	1996	EMI	27 January 1996	5
734	Oasis	Don't Look Back in Anger	1996	Creation	2 March 1996	1
735	Take That	How Deep Is Your Love	1996	RCA	9 March 1996	3
736	The Prodigy	Firestarter	1996	XL	30 March 1996	3
737	Mark Morrison	Return of the Mack	1996	WEA	20 April 1996	2
738	George Michael	Fastlove	1996	Virgin	4 May 1996	3
739	Gina G	Ooh Aah... Just a Little Bit	1996	Eternal	25 May 1996	1
740	Baddiel, Skinner and The Lightning Seeds	Three Lions	1996	Epic	1 June 1996	1
741	Fugees	Killing Me Softly	1996	Columbia	8 June 1996	4
742	Gary Barlow	Forever Love	1996	RCA	20 July 1996	1
743	Spice Girls	Wannabe	1996	Virgin	27 July 1996	7
744	Peter Andre	Flava	1996	Mushroom	14 September 1996	1
745	Fugees	Ready or Not	1996	Columbia	21 September 1996	2
746	Deep Blue Something	Breakfast at Tiffany's	1996	Interscope	5 October 1996	1
747	The Chemical Brothers	Setting Sun	1996	Virgin	12 October 1996	1
748	Boyzone	Words	1996	Polydor	19 October 1996	1
749	Spice Girls	Say You'll Be There	1996	Virgin	26 October 1996	2
750	Robson & Jerome	What Becomes of the Brokenhearted / Saturday Night at the Movies / You'll Never Walk Alone	1996	RCA	9 November 1996	2
751	The Prodigy	Breathe	1996	XL	23 November 1996	2
752	Peter Andre	I Feel You	1996	Mushroom	7 December 1996	1
753	Boyzone	A Different Beat	1996	Polydor	14 December 1996	1
754	Dunblane	Knockin' on Heaven's Door	1996	RCA	21 December 1996	1
755	Spice Girls	2 Become 1	1996	Virgin	28 December 1996	3
756	Tori Amos	Professional Widow (It's Got to Be Big)	1997	East West	18 January 1997	1
757	White Town	Your Woman	1997	Chrysalis	25 January 1997	1
758	Blur	Beetlebum	1997	Food	1 February 1997	1
759	LL Cool J	Ain't Nobody	1997	Geffen	8 February 1997	1
760	U2	Discotheque	1997	Island	15 February 1997	1
761	No Doubt	Don't Speak	1997	Interscope	22 February 1997	3
762	Spice Girls	Mama / Who Do You Think You Are	1997	Virgin	15 March 1997	3
763	The Chemical Brothers	Block Rockin' Beats	1997	Virgin	5 April 1997	1
764	R. Kelly	I Believe I Can Fly	1997	Jive	12 April 1997	3
